rows=795
cols=1302
(0, 775, 517)
(0, 1425, -127)
(0, 8463, -290)
(0, 2617, -394)
(0, 441, -692)
(0, 6598, 292)
(0, 5177, -840)
(0, 3791, 289)
(0, 1444, -642)
(0, 3458, -893)
(0, 4254, 723)
(0, 990, -580)
(0, 9041, -224)
(0, 2324, -374)
(0, 1194, -1005)
(0, 518, -707)
(0, 1911, -751)
(0, 765, -1023)
(0, 1534, -644)
(0, 273, -714)
(0, 1856, -755)
(0, 4541, 132)
(0, 3576, -640)
(0, 1000, -60)
(0, 3923, -565)
(0, 8129, -557)
(0, 1887, -913)
(0, 3495, -829)
(0, 1081, -931)
(0, 8056, -950)
(0, 1119, 3)
(0, 1472, -589)
(0, 4257, -819)
(0, 6948, -527)
(0, 5525, -785)
(0, 8238, -527)
(0, 956, -512)
(0, 1475, -621)
(0, 7549, -832)
(0, 933, -79)
(0, 50, 324)
(0, 5103, -655)
(0, 2350, -39)
(0, 1968, -586)
(0, 26, -707)
(0, 8135, -827)
(0, 630, -893)
(0, 1333, -321)
(0, 647, -665)
(0, 1187, -698)
(0, 7098, -738)
(0, 1090, -685)
(0, 1178, -878)
(0, 2601, -1014)
(0, 5907, -959)
(0, 8303, -958)
(0, 7727, -695)
(0, 4636, -308)
(0, 8631, -975)
(0, 801, -571)
(0, 3905, -772)
(0, 1792, -850)
(0, 2639, 681)
(0, 4561, -948)
(0, 2264, -577)
(0, 9108, -829)
(0, 3560, -857)
(0, 7891, -657)
(0, 4420, -524)
(0, 7423, -172)
(0, 3342, -847)
(0, 1831, -618)
(0, 7187, -950)
(0, 698, -847)
(0, 7661, -789)
(0, 926, -989)
(0, 2663, -483)
(0, 3382, -848)
(0, 4136, 871)
(0, 8179, -620)
(0, 4195, 398)
(0, 4406, -348)
(0, 2574, -680)
(0, 4566, -934)
(0, 6641, 962)
(0, 3108, -897)
(0, 1035, 98)
(0, 2532, -668)
(0, 7251, -673)
(0, 898, -731)
(0, 3016, -806)
(0, 3705, -964)
(0, 7058, -299)
(0, 4388, -350)
(0, 1999, -682)
(0, 4269, -877)
(0, 902, -835)
(0, 5568, -490)
(0, 3372, -773)
(0, 1457, -831)
(0, 1799, -917)
(0, 3286, -759)
(0, 603, 628)
(0, 8363, 716)
(0, 738, -549)
(0, 3177, -943)
(0, 6318, 256)
(0, 4509, -1021)
(0, 9041, -945)
(0, 2039, -684)
(0, 4073, -663)
(0, 7007, 380)
(0, 4013, 330)
(0, 922, 595)
(0, 6692, -835)
(0, 4177, -130)
(0, 180, -774)
(0, 2678, -513)
(0, 7706, 214)
(0, 1414, -275)
(0, 2056, 676)
(0, 2021, 308)
(0, 2100, 297)
(0, 1465, -836)
(0, 4634, 887)
(0, 8504, 481)
(0, 8948, -988)
(0, 1724, -875)
(0, 1937, -674)
(0, 4418, -1022)
(0, 2079, -842)
(0, 8391, -496)
(0, 4967, -545)
(0, 8420, -539)
(0, 189, -429)
(0, 55, -868)
(0, 81, 436)
(0, 1756, 304)
(0, 5470, 303)
(0, 4410, 331)
(0, 897, -4)
(0, 5804, -554)
(0, 7704, -990)
(0, 7077, -603)
(0, 142, -274)
(0, 2220, 228)
(0, 3825, 52)
(0, 4065, 444)
(0, 2704, -758)
(0, 515, 218)
(1, 1238, -157)
(1, 478, -626)
(1, 139, 219)
(1, 2024, -370)
(1, 1614, -873)
(1, 821, -126)
(1, 8101, -937)
(1, 50, 939)
(1, 545, -608)
(1, 712, -825)
(1, 697, -874)
(1, 855, 393)
(1, 1663, -784)
(1, 572, -1014)
(1, 7243, 508)
(1, 3164, -590)
(1, 3913, -368)
(1, 3971, 388)
(1, 2624, -931)
(1, 268, -988)
(1, 997, -627)
(1, 1019, -518)
(1, 8877, -240)
(1, 896, -514)
(1, 7064, -318)
(1, 1538, 1023)
(1, 3182, -614)
(1, 3033, -919)
(1, 4525, -729)
(1, 5582, -587)
(1, 1599, 660)
(1, 942, -879)
(1, 3847, -422)
(1, 4640, 150)
(1, 9038, -581)
(1, 8738, -992)
(1, 130, 752)
(1, 692, -94)
(1, 5293, -979)
(1, 4613, -404)
(1, 3194, -679)
(1, 4509, -370)
(1, 216, -741)
(1, 358, -897)
(1, 5257, -971)
(1, 3274, -668)
(1, 20, 588)
(1, 1102, -889)
(1, 1484, -813)
(1, 1330, -864)
(1, 1457, -863)
(1, 4589, 636)
(1, 1618, -625)
(1, 5485, -518)
(1, 2199, -980)
(1, 5134, -972)
(1, 2322, -202)
(1, 89, -825)
(1, 6487, 539)
(1, 702, -683)
(1, 354, -541)
(1, 4158, 51)
(1, 6389, -640)
(1, 357, -848)
(1, 246, 719)
(1, 800, -27)
(1, 6988, 793)
(1, 4449, -971)
(1, 4279, -626)
(1, 3945, 920)
(1, 7768, 319)
(1, 5490, -716)
(1, 2978, -908)
(1, 368, 333)
(1, 2100, -789)
(1, 7268, -608)
(1, 4640, -689)
(1, 580, -377)
(1, 1246, -772)
(1, 1257, -975)
(1, 748, -751)
(1, 2231, 486)
(1, 715, 322)
(1, 74, 849)
(1, 9083, -528)
(1, 2590, 696)
(1, 3725, -850)
(1, 4136, -880)
(1, 1256, 76)
(1, 55, 241)
(1, 3446, -823)
(1, 3547, -835)
(1, 2430, 369)
(1, 8409, -1013)
(1, 795, -825)
(1, 2486, -790)
(1, 3731, 216)
(2, 5273, -516)
(2, 4965, -1003)
(2, 3733, -50)
(2, 118, 344)
(2, 3073, 462)
(2, 4895, -520)
(2, 3033, -434)
(2, 12, 903)
(2, 1202, -912)
(2, 1865, -530)
(2, 2677, 356)
(2, 8799, -903)
(2, 933, -641)
(2, 2888, -768)
(2, 524, -574)
(2, 3490, -247)
(2, 7750, 933)
(2, 2234, 686)
(2, 1080, 934)
(2, 1411, -805)
(2, 3163, 46)
(2, 2278, 832)
(2, 2935, -810)
(2, 15, -566)
(2, 5088, -591)
(2, 8009, -779)
(2, 1319, -663)
(2, 3715, 672)
(2, 8063, -899)
(2, 5589, -11)
(2, 610, 369)
(2, 920, -245)
(2, 4430, -653)
(2, 6236, -665)
(2, 452, -830)
(2, 7199, 559)
(2, 1931, 720)
(2, 3864, -824)
(2, 3547, 864)
(2, 6120, -585)
(2, 2400, -966)
(2, 1032, -747)
(2, 223, -911)
(2, 342, -343)
(2, 5129, -860)
(2, 5378, 899)
(2, 7054, -688)
(2, 2648, -406)
(2, 1063, -697)
(2, 1369, 683)
(2, 490, 493)
(2, 1150, -751)
(2, 1421, 259)
(2, 8595, 488)
(2, 8795, 611)
(2, 4, 698)
(2, 1424, -31)
(2, 664, -535)
(2, 3806, -170)
(2, 52, -6)
(2, 2157, -973)
(2, 4701, 508)
(2, 3085, -617)
(2, 2376, -634)
(2, 3172, -913)
(2, 7507, -192)
(2, 2592, -574)
(2, 2046, -830)
(3, 7484, 790)
(3, 5192, -901)
(3, 4246, -409)
(3, 3451, -662)
(3, 7817, -818)
(4, 913, -109)
(4, 7850, -731)
(4, 1719, -718)
(4, 4539, 206)
(4, 4086, 570)
(4, 6321, -923)
(4, 2154, -555)
(4, 2178, -560)
(4, 8515, -576)
(4, 1041, -907)
(4, 3376, -790)
(4, 1778, -860)
(4, 1029, 174)
(4, 6247, -518)
(4, 4641, -575)
(4, 2724, -836)
(4, 7789, -938)
(4, 331, 950)
(4, 8658, -526)
(4, 3304, -19)
(4, 2263, 813)
(4, 4692, -707)
(4, 3452, -926)
(4, 403, 288)
(4, 2496, -349)
(4, 3333, -950)
(4, 1453, -523)
(4, 1635, -966)
(4, 3152, -842)
(4, 1884, -85)
(4, 8974, -689)
(4, 8198, 504)
(4, 1598, -157)
(4, 3736, -708)
(4, 4188, -958)
(4, 6424, -470)
(4, 170, -353)
(4, 4266, -844)
(4, 3386, -763)
(4, 3260, -642)
(4, 657, -633)
(4, 7260, -692)
(4, 2212, -747)
(4, 80, -527)
(4, 7318, 744)
(4, 1181, 508)
(4, 718, -683)
(4, 2195, -736)
(4, 1726, -57)
(4, 2791, -607)
(4, 3425, -966)
(4, 2816, -577)
(4, 7182, -929)
(4, 4261, 236)
(4, 612, 10)
(4, 1017, 142)
(4, 3109, -699)
(4, 3953, -803)
(4, 587, -686)
(4, 1525, -971)
(4, 4820, 150)
(4, 1354, -49)
(4, 2282, 734)
(4, 843, -45)
(4, 2003, -554)
(4, 2156, 510)
(4, 5690, 241)
(4, 1862, -787)
(4, 8810, -37)
(4, 528, 683)
(4, 209, -610)
(5, 356, -774)
(5, 680, -989)
(5, 4138, -646)
(5, 9285, -901)
(5, 4154, -753)
(5, 1282, -782)
(5, 2745, 650)
(5, 425, -845)
(5, 4222, -572)
(5, 2887, 248)
(5, 641, -534)
(5, 272, 874)
(5, 422, -569)
(5, 1713, 119)
(5, 3308, -864)
(5, 191, 345)
(5, 864, -658)
(5, 6596, -806)
(5, 4841, 297)
(5, 1440, 581)
(5, 1351, -417)
(5, 4266, 202)
(5, 6990, -806)
(5, 4273, 777)
(5, 2534, -747)
(5, 6539, 914)
(5, 7424, 727)
(5, 4744, -1019)
(5, 746, 560)
(5, 5017, 428)
(5, 477, -979)
(5, 368, -160)
(5, 3833, -670)
(5, 1060, -585)
(5, 3090, -613)
(5, 2143, 13)
(5, 2291, -762)
(5, 8466, 498)
(5, 3965, -947)
(5, 4629, -673)
(5, 8642, -640)
(5, 1819, 293)
(5, 4541, -993)
(5, 3970, 282)
(5, 2799, -582)
(5, 7257, 386)
(5, 1559, -369)
(5, 3981, -840)
(5, 3377, -529)
(5, 4094, -791)
(5, 4441, -616)
(5, 3193, -549)
(5, 2877, -785)
(5, 1317, -695)
(5, 1853, -696)
(5, 8800, -915)
(5, 1649, -1022)
(5, 2879, 401)
(5, 3314, -652)
(5, 2803, -284)
(5, 1718, 91)
(5, 2513, 672)
(5, 3545, -992)
(5, 4076, 492)
(5, 46, -997)
(5, 8052, -161)
(5, 2855, -893)
(5, 8398, -577)
(5, 6543, -836)
(5, 3337, 142)
(5, 5380, -653)
(5, 2040, -169)
(5, 3255, -971)
(5, 8621, 745)
(5, 4017, -841)
(5, 5765, 140)
(5, 3490, -590)
(5, 3054, -40)
(5, 7304, -613)
(5, 4845, -418)
(5, 3531, -539)
(5, 1672, -523)
(5, 3093, 1013)
(5, 4185, -487)
(5, 1984, -686)
(5, 7106, -999)
(5, 2884, -832)
(5, 6361, 282)
(5, 4092, -634)
(5, 4874, -727)
(5, 3966, -577)
(5, 3613, -153)
(5, 4168, -657)
(5, 66, 124)
(5, 37, -468)
(5, 7744, -664)
(5, 207, 231)
(6, 6, -99)
(6, 4547, -700)
(6, 4119, -877)
(6, 3157, -633)
(6, 225, -953)
(6, 827, -514)
(6, 3537, -975)
(6, 112, -752)
(6, 8339, -727)
(6, 353, 138)
(6, 4889, -232)
(6, 6644, -884)
(6, 16, 961)
(6, 3093, -552)
(6, 2741, -547)
(6, 1011, -929)
(6, 3862, 681)
(6, 4444, -316)
(6, 2403, -1003)
(6, 8708, -746)
(6, 1773, -748)
(6, 5510, 458)
(6, 6235, -751)
(6, 7330, -443)
(6, 3567, -697)
(6, 2398, -660)
(6, 2147, -583)
(6, 7779, -791)
(6, 3844, -667)
(6, 1635, 844)
(6, 4085, -956)
(6, 2062, -608)
(6, 1345, -529)
(6, 601, -769)
(6, 47, 528)
(6, 3130, -45)
(6, 5140, -611)
